Name,Product urls,price,descriptions,additional_description,image_urls,Category,Subcategory,Brand,Sizes,Delivery,SKU,rating
Unisex Organic Cotton Sadhana FullSleeve TShirt Orange,https://ishalife.sadhguru.org/in/unisex-organic-cotton-sadhana-t-shirt-orange,690.0,"Product Description:
This unisex orange full sleeve cotton t-shirt is ideal for your sadhana clothing. It comes with the Isha Logo embroidered in the front in white.

More Information:
More Information
SKU:
CA00633",,"https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160-5.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0401160-6.jpg?optimize=medium&fit=bounds&height=&width=",Yoga Store,"Yoga Clothing, Mens",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA00633,92.0
Dhyanalinga Photo with Stand 6x4,https://ishalife.sadhguru.org/in/dhyanalinga-photo-3-6x4-with-frame,150.0,"Product Description:
This beautiful photo of Dhyanalinga comes with a foldable stand. It can be either hung on the wall or kept on a table. You can keep in the pooja room, office table or study table.
It is lightweight and easy to clean.

More Information:
More Information
SKU:
ME0017809000",,"https://ishalife.sadhguru.org/media/catalog/product/0/8/0802108.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/8/0802108.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/8/0802108-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/8/0802108-2.jpg?optimize=medium&fit=bounds&height=&width=",Books and Dvds,"Photos, Dhyanalinga",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",ME0017809000,0
Antique Gold Fumer with Tongs A festive gift,https://ishalife.sadhguru.org/in/antique-gold-fumer-with-tongs-a-festive-gift,1850.0,"Product Details:
Metal:
Brass
Finish:
Antique Gold
Dimensions:
Diameter - 9cm
Length - 17cm
Height - 8.5cm
Weight - 174 gm

Product Description:
Here’s a powerful way to elevate the atmosphere around you. Made of brass and exquisitely designed, this Gold Fumer helps you transform the air around you with the fragrance of your favorite dhoop and incense cones.
Crafted with an antique gold finish, it reminds you of old Indian palaces and havelis. Gift it to your friends and family this Diwali to add a royal touch to their home decor.

More Information:
More Information
SKU:
HO0021900000",,"https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1_13.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1_13.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_2_13.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_3_13.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_4_11.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_5_10.jpg?optimize=medium&fit=bounds&height=&width=",Home,"Fragrance Accessories, Burner",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0021900000,100.0
Linga Bhairavi Photo Turmeric 6x8 With Frame,https://ishalife.sadhguru.org/in/linga-bhairavi-photo-6x8-lb-202,280.0,"Product Description:
This is a beautiful photo of Linga Bhairavi in her abode at the Isha Yoga Centre in Coimbatore. The photo comes pre-framed and can be kept in your Pooja room, office, or home. The color Yellow denotes Turmeric on Devi.
Linga Bhairavi, the benevolent Goddess, helps devotees overcome obstacles in their path and ensures their spiritual wellbeing. Seek her blessings with this splendid photograph of Linga Bhairavi decorated in turmeric.

More Information:
More Information
SKU:
ME0019509700",,"https://ishalife.sadhguru.org/media/catalog/product/0/7/0701013.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/7/0701013.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/7/0701013-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/7/0701013-2.jpg?optimize=medium&fit=bounds&height=&width=",Books and Dvds,"Photos, Linga Bhairavi",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",ME0019509700,0
Nandi Copper Mug with Handle 414 ml,https://ishalife.sadhguru.org/in/nandi-copper-mug,570.0,"Product Details:
Why Isha Life’s Nandi Copper Mug?
-
Made with high quality copper that has therapeutic properties
-
Beneficial for overall health
-
Helps in cleansing the body and removing toxins
-
Features a beautiful Nandi print
-
414 ml Capacity
-
Sturdy make with
a brass handle so it doesn’t get heated
Sadhguru Says
:
“Because water has memory, we must be very concerned with how we store it.” Read the complete article:
Water has memory
!
Also Read:
What Makes Nandi a Meditative Bull?
Also Watch:
The Mystical Secrets of Water
A few DOs and DON’Ts
-
Copper utensils, when exposed
to air and water, can gradually turn dark (bluish-green) and dull. Read our
Copper Cleaning Guide
to maintain it well.
-
Do not store milk, juices and other beverages in copper vessels.
Isha Life’s copper vessels are designed for personal use on-the-go, for storing enough water for the whole family, for serving water at large and small gatherings and to have a healthy sip just for yourself.
Check out our complete range of copperware.

Product Description:
For thousands of years, Ayurveda has been prescribing storing water in copper vessels, as it is known to balance your three doshas – vata, pitta and kapha. Today, the antibacterial properties of water stored in copper are known all over the globe. When water is stored in a copper vessel or mug for 6-8 hours, copper’s antimicrobial, anti-inflammatory, anti-carcinogenic and antioxidant properties get transferred to the water. Drinking this water is extremely beneficial for the overall health of your body. From fighting off cancer to helping cure Arthritis, aiding digestion to weight loss, its therapeutic uses are phenomenal.
Isha Life’s beautifully designed copper mug features a stunning Nandi print.
The mug combines great function with a thoughtful design, standing for good health of your body and mind.

More Information:
More Information
SKU:
YS0003500000
HScode:
7418100002",,"https://ishalife.sadhguru.org/media/catalog/product/y/a/ya526-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601108.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601108-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/y/a/ya526-1.jpg?optimize=medium&fit=bounds&height=&width=",Yoga Store,"Copper Glass / Tumbler, Copper Drinkware",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",YS0003500000,0
Energized Isha GauriShankar Rudraksha,https://ishalife.sadhguru.org/in/gauri-shankar-rudraksha-bead,10500.0,"Product Details:
What to tie Rudraksha with
:
To tie the Rudraksha one can use any silk or cotton thread or any chain made of silver, gold and copper.

Product Description:
When Gauri merged with Shankar,
Shankar became Ardhnareshwar.
Half man, half woman!
Or rather a full-fledged human,
to personify that when the two basic qualities of nature- the feminine and the masculine strike a balance, life blossoms to its fullest.
“Your intelligence, your capability, and your competence will find full expression only when you are well-balanced within yourself.’” -Sadhguru
Rudraksha, a powerful accessory of spiritual seekers, has been used since ancient times to enhance one’s inner growth and channelize the energies within the system.
Ida and Pingala are the two fundamental energy channels in a human system. Ida being the feminine and Pingala being the masculine. It is when these two are truly balanced can we walk on this ever-bouncy rope that life is, with utmost ease.
A Rudraksha such as Gauri-Shankar specifically supports in balancing the Ida and Pingala.
With no strict rules to be followed, anyone over the age of 21 can wear it at all times.

More Information:
More Information
SKU:
RS0000400000
HScode:
71179010",,"https://ishalife.sadhguru.org/media/catalog/product/d/s/dsc07883_1_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/d/s/dsc07883_1_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/2/_/2_419.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/3/_/3_389.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_gauri_shankar_rudraksha_bead_isha_life.1._..jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/n/infographic_of_original_authentic_gauri_shankar_rudraksha_bead_isha_life.4.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/x/cx203-2.jpg?optimize=medium&fit=bounds&height=&width=",Consecrated Rudraksha Beads,,Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",RS0000400000,96.0
Womens 100 Organic Cotton Kurta with Embroidered Aum Maroon,https://ishalife.sadhguru.org/in/organic-ladies-aum-kurtha-maroon,890.0,"Product Details:


Product Description:
This maroon cotton kurta with 'Aum' embroidery, is made of handspun cotton yarn woven on a single-spindle charkha.
Handwoven fabric from Gandhigram Handspun is unique because of the geometric checks and stripes woven in the fabric, in addition to plain textures. The use of natural dyes is also a tradition kept alive by Gandhigram Handspun whose work not only to keeps alive the nation’s heritage, but also provides a livelihood to nearly two thousand people.
This kurta comes with half sleeves, a Mandarin collar and three buttons placket. Add this traditional 'Aum' cotton kurta to your ethnic wardrobe.

More Information:
More Information
SKU:
CA00982
Type Of Fabric:
Cotton",,"https://ishalife.sadhguru.org/media/catalog/product/0/2/0202277.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/w/cw153_5_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0202277.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0202277-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/020a9095.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0202277-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/020a9096.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0202277-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/020a9097.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/020a9098.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2025,"Mega Offer Zone, Adiyogi Clothing, Kurta, Kurta - Women",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA00982,0
Set of 2 Aluminium Bangles and 2 Resin Bangles,https://ishalife.sadhguru.org/in/vogue-bangle-set,300.0,"Product Details:
Diameter - 2.5 Inch
Weight - 75 gm

Product Description:
These copper bangles are designed to exude a sophisticated style and the meticulous craftsmanship that goes into it making it evident from a single glance.
They can be a perfect gift for your loved ones, and pairs well with both traditional Indian and western attire. Add to your style statement with this aluminium resin bangle.

More Information:
More Information
SKU:
CA0014000000
HScode:
711719",,"https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1-2_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1-2_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1-4_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1-1_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1_2_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/a/r/artboard_1-3_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/j/w/jw108-1.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Jewellery, Bangles",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0014000000,0
Mens Organic Cotton Drawstring Pants Khaki Breathable fabric Comfortable for Sadhana,https://ishalife.sadhguru.org/in/men-organic-cotton-knitted-drawstring-pants-khaki,1200.0,"Product Details:
Fabric
Organic Cotton Fabric
Fit
Regular fit
Patterns
Solid
More Details
2 side pockets
Model height 6.2?? Wearing M size
Fabric Care
Hand wash separately in cold water with mild/liquid detergents recommended. Do not bleach. Do not wring. Do not iron on embellishments. Iron on reverse. Dry in shade.

Product Description:
Weaved for comfort in all seasons
It befriends you in your play, travel, rest, and meditation
The way it simplifies your wardrobe
Will make you keep reaching for it
No matter how many you have
Crafted for all-day comfort, our Men’s organic cotton drawstring pants are a tailored fit for all life scenarios. This Khaki color pairs well with T-shirts, Kurtas and even Shirts. Made with 2-ply organic cotton fabric, it’s a durable piece of clothing that is good for you and the environment.

More Information:
More Information
SKU:
CA00606",,"https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_organic_cotton_drawstring_pants_khaki__isha_life.1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_organic_cotton_drawstring_pants_khaki__isha_life.1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_organic_cotton_drawstring_pants_khaki__isha_life.2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_organic_cotton_drawstring_pants_khaki__isha_life.3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_organic_cotton_drawstring_pants_khaki__isha_life.4.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Shop by Fabric, Organic Cotton",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA00606,100.0
Karma Journal,https://ishalife.sadhguru.org/in/ho0107800000-karma-journal-a6,295.0,"Product Description:
Introducing the Karma Journal from Isha Life, a tool for self-awareness, helping you connect your present actions with your inner growth. Crafted with tree-free hemp paper, it features profound quotes on Karma from Sadhguru, stunning monochromatic illustrations, and generous space for a smooth writing experience. Reflect upon your daily activities and see how each moment is an opportunity to evolve, learn, and grow. Pen down your revelations and learnings in this little vault of clarity and transformation, one word at a time, and slowly break free from the chains of Karma!
Let your ideas flow effortlessly in the
Karma Journal,
which comes with unruled, unlined pages.

More Information:
More Information
SKU:
HO0107800000",,"https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2672_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2672_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2691_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2693_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2694_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2715_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2716_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2718_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2730_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2733_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/_/d/_dsc2734_1.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Mystic Moon, Note Books, Collections",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0107800000,0
Sadhguru Dhyanalinga Twosided Car Photo Stand,https://ishalife.sadhguru.org/in/sadhguru-dhyanalinga-two-sided-car-photo-stand,90.0,"Product Description:
This two-sided photograph of Sadhguru and Dhyanalinga is meant to be placed on the dashboard of your car and it comes with metal-toned cut-outs at the hinges representing the Sun and the Moon.
It has adhesive on the bottom to stick on the
dashboard of your car or on any table.

More Information:
More Information
SKU:
ME0016300000
HScode:
392490",,"https://ishalife.sadhguru.org/media/catalog/product/e/x/ex127-1_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111063_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111063.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111063-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111063-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111063-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/l/u/lucraft_jewelry_2022.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/e/x/ex127-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/e/x/ex127-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/e/x/ex127-4.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/e/x/ex127-1_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/l/u/lucraft_jewelry_2022_1.jpg?optimize=medium&fit=bounds&height=&width=",Books and Dvds,"Photos, Dhyanalinga",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",ME0016300000,88.0
Avighna Yantra Raw Silk Cloth,https://ishalife.sadhguru.org/in/avighna-yantra-raw-silk-cloth,2200.0,"Product Description:
This raw silk cloth is specifically designed for covering the Linga Bhairavi Avighna Yantra and features a vibrant red border.
The Yantra has to be covered only if you are away from home for more than three days.
Note - The Yantra does not come with the cloth so it is to be purchased separately.

More Information:
More Information
SKU:
TC0005500400
HScode:
611710",,"https://ishalife.sadhguru.org/media/catalog/product/c/x/cx907-l_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/1/_/1.untitled-1_0006_020a5735.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/2/_/2.untitled-1_0004_020a5745.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/3/_/3.untitled-1_0006_020a57351.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111097_l-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/x/cx907-l-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/x/cx907-l-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/x/cx907-l-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/x/cx907-l_1.jpg?optimize=medium&fit=bounds&height=&width=",Devi Yantras Accessories,Temple,Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",TC0005500400,0
Sadhguru Fridge Magnet,https://ishalife.sadhguru.org/in/sadhguru-fridge-magnet,60.0,"Product Description:
This inspiring magnet features Sadhguru and a quote on a bold black background.
It can be a source of positivity and spirituality in your daily life.
Putting this magnet where it catches your attention regularly, this message by Sadhguru can unfold in your life in many possibilities.

More Information:
More Information
SKU:
HO0052600000",,"https://ishalife.sadhguru.org/media/catalog/product/0/1/0111175.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111175.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2025,"Mega Offer Zone, Merchandise",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0052600000,0
Bhairavi Sadhana Kit Tamil,https://ishalife.sadhguru.org/in/bhairavi-sadhana-kit-tamil,70.0,"Product Details:
Bhairavi Sadhana is an opportunity to bring forth devotion from within. Both ladies and gents can participate in this sadhana. The sadhana starts during early Uttarayana, when the sun?? run shifts to the northern hemisphere

Product Description:
Intensify your devotion with Bhairavi Sadhana. This combo pack, specially designed for Bhairavi Sadhana contains a total of 5 products which are needed for you to participate.
Devi Kumkum
, made thoughtfully with all-natural ingredients like turmeric and lime, making it safe for your skin
Linga Bhairavi Pocket Size Photo
, featuring a radiant look of Linga Bhairavi and a Sadhguru quote on Devi at the back.
Linga Bhairavi Stuti
, a consecrated mantra that describes the 33 qualities of the Devi.
Devi Abhaya Sutra
, to allow devotees to carry Devi’s grace with them.
Bhairavi Sadhana cotton bag
, spacious enough to carry this kit.
Note:
Consecrated Devi Pendant is needed for those who do not have one. (Not included in the kit)
[Buy here now.]
Pre-registration is required for Bhairavi Sadhana.
Know more...

More Information:
More Information
SKU:
YS0008616700",,"https://ishalife.sadhguru.org/media/catalog/product/y/s/ys0008616700-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/h/bhairavi-sadhana-kit-tamil.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/y/s/ys0008616700-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/y/s/ys0008616700-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/y/s/ys0008616700-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/y/s/ys0008616700-4.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/y/s/ys0008616700-5.jpg?optimize=medium&fit=bounds&height=&width=",Consecrated,Devi Pooja Offerings,Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",YS0008616700,100.0
Refreshing Skin Brightening Shower Gel With Saffron Sandal Extract All Skin Types 200ml,https://ishalife.sadhguru.org/in/bloom-refreshing-skin-brightening-shower-gel-200ml,995.0,"Product Description:
Soothing drops of water trickle down your body
Under a steamy shower, rich lather envelops you
The dance of soft and playful bubbles on your skin
Signals a fresh start to the day about to unfold
Wrap yourself in a refreshing experience that makes your body feel alive and energized. Fight off environmental damage and restore your original glow and vibrance.
Prevents wrinkles and fine lines
Keeps the skin moisturized
Heals skin problems and brightens the skin
Our Refreshing and Skin Brightening Shower Gel is made of nature-friendly ingredients that are carefully added to address the above functions. Let's see how.
To prevent wrinkles and signs of aging, we've added Saffron Extracts. They maintain your skin's elasticity, keeping it firm and youthful.
For skin hydration, we've added Sandalwood Oil and Licorice Extracts that lock moisture into your skin, and also relieve redness and sunburn.
And finally, to treat skin problems, we've added Shikakai and Orange Extracts that are laced with antibacterial and exfoliating properties. They gently heal acne and scars, and undo environmental damages, leaving bright and radiant skin.
We care for your skin and are dedicated to keeping it protected from chemicals. This is why we have made our skincare range using eco-friendly ingredients that are harmless to your skin. Our shower gel is also free from Phthalates, Pesticides, Mineral Oils & GMOs, and is suitable for all types of skin.

More Information:
More Information
SKU:
BC0002403301",,"https://ishalife.sadhguru.org/media/catalog/product/1/_/1_204.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/1/_/1_204.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/5/_/5_39.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/2/_/2_201.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/3/_/3_168.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/l/bloom_1.jpg?optimize=medium&fit=bounds&height=&width=",Body Care,"Bloom -  Certified Organic Care, Body, Organic Body Wash",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",BC0002403301,100.0
Organic Waffle Towel Big,https://ishalife.sadhguru.org/in/organic-waffle-towel-big,450.0,"Product Details:
Why Isha Life?? Organic Waffle Towel?
-
Certified organic cotton
-
Waffle texture ensures high absorbency & durability
-
Isha Life Organic branded strip at its base
]

Product Description:
Be it after your daily shower or after a yoga session, feel instantly dry in our soft, cotton towel that features a super absorbent waffle texture. Waffle towels have a unique weave, that have the capacity to dry you much faster, while ensuring long-lasting quality. These towels are also thinner and softer than regular terry towels.
What’s more, Isha Life’s waffle towel is made thoughtfully from certified organic cotton – the finest material for a towel. It’s designed in a subtle, natural shade for a classy look.

More Information:
More Information
SKU:
CA0009100400
Size:
L
HScode:
48182000",,"https://ishalife.sadhguru.org/media/catalog/product/0/4/0402043.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0402043.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0402043-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0402043-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/4/0402043-3.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Accessories, Towel",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0009100400,99.0
